Title,Price,Shipping,Condition,URL
Custom Build ARGB Desktop i7 PC 32GB RAM 4TB SSD RTX 5060 Win11 GAMING READY,$298.49 to $899.49,Shipping not specified,Open Box,https://www.ebay.com/itm/135524527993?_skw=PC&itmmeta=01K0HD122RSVZSY183PWF9J5CJ&hash=item1f8de42f79:g:xN8AAeSw4S9odq7r&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fHKJ2I1BikVG22WnFnqc2yUsf8lskKmT5m%2FusbNJsHoGrfrunozEEqNukwKqWrxqqIdv6BAeUKF77rzZV7UdvNHFaYAn48nN6QlYUE77fthNntMwHYmlhDhzmBy5k4vg6%2FMYFhOnTg4xUAlPI1M13nvCCVS4pc5jX%2FMItQf0YE%2FmbjBKaD0Wgbh%2Fwzxk8vWf%2Bw3p5%2BgADsL8nqbXiG6qg%2FdVU5Q6jYPFis%2Ban9Z7VeFQ2v1G1suX8NVZQQvxlmcuGPfzdrZ9ULdOSnZOPYMDue%7Ctkp%3ABk9SR_KhhK2EZg
"DELL Desktop Computer PC i5 6TH, Up to 64GB RAM 5TB SSD/HDD, Windows 11, WiFi BT",$129.00 to $439.00,+$323.65 delivery,Excellent - Refurbished,https://www.ebay.com/itm/365181886411?_skw=PC&itmmeta=01K0HD122RGMJHYRQPG01295FF&hash=item5506895fcb:g:RKkAAOSwBN5oHOe5&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fcb%2FzZzRZn4Hr3%2FK9tkVeasK%2BneEesraKYXvKi2IYUw80uv9Q4CmaIDgFh7V%2Bv8a8QgOG4kSWhiwcO80ZId3jFnPtXSQDi39XAq%2BO3vwaGm7vEAKEMOV5bbuv7dpYxMmU6WuNQMK4Qg0%2ByLx%2BFx%2FNpMcR6SftIvlYOAL21%2FkpYmrepVWK3RTcHYrUtH6%2B5GkAT%2BbSv11wDYfpMiCUalPpkGrtxV2NTuIguU0zMYNR%2B19eporO88hKBKT4YH%2Boy7Fpxxw4FnKZEUuTn2Lff%2FGLa%7Ctkp%3ABk9SR_KhhK2EZg
"Dell ECT1250 Tower Desktop PC-Intel Core Ultra 5 225, UHD Graphics, Windows 11","$929.00 to $1,979.00",+$145.00 delivery,Brand New,https://www.ebay.com/itm/267293625388?_skw=PC&itmmeta=01K0HD122RNT560GCMKZQXN8YH&hash=item3e3bf10c2c:g:KWgAAOSwsmxoUTqo&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cbW0KCqDnCkdbsr9r2l4p4xl9krjs7Fsj7IstTNQsP7ZV3L%2Fw4dnvu4%2B1hU5d0DQDqYgHC4o3ldNpb8VF0Y7913qua5VxAa94I8knkN9X5Ae1s525hZjxTEOcWiAmx%2FWqaP%2BOIQ4VWWrgKvF1livHLXtxVs447nLd1VnSXOy7VlXyJ3%2BNeHp5Z0HlJOHVbGCePvqCOfI%2BgMCenqKcz2OtZfFqe%2BxEJfHqbAmrTe9Tooo%2FD3pU3JyQdqRJAo0cPoxl5JyKPcDiNYINe0HNGnh8L%7Ctkp%3ABk9SR_KhhK2EZg
"DELL Desktop Computer PC i5 6th, Up to 64GB RAM, 2TB NVMe m.2 SSD, Windows 10/11",$139.00 to $369.00,+$323.65 delivery,Excellent - Refurbished,https://www.ebay.com/itm/365050640812?_skw=PC&itmmeta=01K0HD122R2VXFZQEMPCXG17GT&hash=item54feb6b9ac:g:7E4AAOSwEUloHOo~&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1ecBl1EpqCBGFl8iZgWhc%2FeCk6pgFhcBa8CJ3jTuQHsQbn59O%2BCwStTzfgJK5t9oRtr5ctDCglTO6CbmD97EYWlodaV39rzTM4pJE0IMOG7eS%2Bh%2FCF%2B10dDcTznax932B2yGokLIgZukepWZ59gYsDTnfyTXGRl7%2BzPupQ0lcHRxEoEpGmy3cF6yDduStqNWV2NFamTNMm2Ct0D%2F8h5mCXwSSHAR5xC9rWR%2FSfMxaQ5aDSzrWUgDDs9kEjmGJOeWam%2FT5UWmFnaXrR2fVDOPr3n%7Ctkp%3ABk9SR_KhhK2EZg
"HP Desktop Computer PC i7, up to 64GB RAM, 8TB SSD,  Windows 11 or 10, WiFi",$119.07 to $476.28,+$348.70 delivery,Excellent - Refurbished,https://www.ebay.com/itm/365197241494?_skw=PC&itmmeta=01K0HD122RCYBSDVD8BSNZRA35&hash=item550773ac96:g:V-QAAOSweHRnIod-&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1d5bRPOFw5AVPekW59htXOYfpkp9tdRyvhSVqKl1jb%2BpQMmXOJE%2Bc081PN%2B9Tkt6Ijk%2B6hddUUjAienwgHex85S4Q15J23MMMR0kHgUA%2BqrtSxnWNaUJ0lvVanmq3FY7PeEAeqDMI3vxrS4cdBySAvQS5J1mGmkait07zuU3%2FOCA7TeaUWgKTMhHkqvI%2BSYJJqfbp2C8Ub5SfJt3Uu%2BIVWAC%2BYmhApdkbUHn9kc1hAh5NXTDdOaJBYmzIENOzFXdOr3bntTG0xxOCNkVEhhTyE%2B%7Ctkp%3ABk9SR_KhhK2EZg
"DELL Desktop Computer PC i5 6TH, 32GB RAM Up to 1TB M.2 SSD, Windows 11, WiFi BT",$179.00 to $289.00,+$323.65 delivery,Excellent - Refurbished,https://www.ebay.com/itm/364888939077?_skw=PC&itmmeta=01K0HD122RBK52NJ68Y36NZABA&hash=item54f5135a45:g:JDIAAOSw~7Bnwg-6&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1djx6%2ByxNjK9umOenVYilqePOiIvqXJl1l3E4JcbGyU0FJzkrB2ViGNFzhVYq23UInMxVnV%2F2IU7s8sTZRRRJ7rS53OpzeSgunkh5qHaW0kK6uuEr9OMUOZjZTI%2BALtaO0j9LPfyOmSTZY20OCxcljeXZnrfqTcHJcJAFxRhYokADjhaccAy5MQnIuJeqT%2ByWvIaPgWnCkxEr9SOS5TNmoA%2B2Bp7wKGuRUdecA6bBZvwZ6JYppanaYfa%2Bs%2BQNc%2BJNUMuEPe4BGqMZAHmhVBgr%2Fr%7Ctkp%3ABk9SR_KhhK2EZg
Pc Computer Desktop Assembled Pentium 4Gb Ssd120Gb Windows 10 Pro,$288.74,Free International Shipping,Brand New,https://www.ebay.com/itm/226862550853?_skw=PC&itmmeta=01K0HD122R2RQJRVCZM74XFQDZ&hash=item34d20fcf45:g:ifYAAeSwXwJocbjJ&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eLXg1TClOJpNZPCEmvyNqjnrprtk7ZvxfaJUeg74D0B4WPlywB8n%2BAqwwiBYv1IVnaZOBGak1TvRlsf39zs8QK2xja9oDrbrk4SrYp09SW%2F%2BwrBNuYnVW4ZBjQWd56o5cQ27oRGtzWhpvbyyZHKEVbzfQXMsm59NHsjJ%2FrKMlgja36c5Fqk5SjkwPTRVSCmZ1HCAGnU0tc4b1VrvrXy5Lf8eTiFvroai81yxsWLir7Rc1OvfeP2zSbzGJXE9T2OcIthMbRvF02LOqprE08Vm8%2F%7Ctkp%3ABk9SR_KhhK2EZg
2025 SPECIAL BRC Gaming PC - i7-6700 16GB RAM 500GB SSD GTX 1060 Wi-Fi BT W10,$599.99,Shipping not specified,Brand New,https://www.ebay.com/itm/204424137461?_skw=PC&itmmeta=01K0HD122R5VHHZRV7JFWDMER4&hash=item2f98a0caf5:g:oaQAAOSwjo1k70nO&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1d5NY6lcvxYHSbW%2FU6oRfFpckkLKXB8yCK2%2FqhIN%2BK2wwUltDFoW89DfsQrjMCLeiARL946zJvlcUlAs5DooKToRwapvlPnRHJHfhFGyeRc0RYYHQeZMhVTkhFGvmHKPyyUHT%2BxKYaScP2bJJl2gjrqqUjVExUeG41lbfwBfp5i0gf3ZNblF6o14Cx1QVD%2BxbyBQIb00G5it9fn7aUAni55MjAl4juF9StmFtxvXPZs9Sojh7z625t0Z3F4HwpzpQiaNNFQNdErZq7Vcez3Whuu%7Ctkp%3ABk9SR_KhhK2EZg
New ListingAsus Desktop PC 💻 Intel Celeron CPU G1840 2.80GHz 6GB RAM Black ⚫,$127.56,+$142.90 delivery,Pre-Owned,https://www.ebay.com/itm/157177078457?_skw=PC&itmmeta=01K0HD122RNZX1FQ5R7ZDH4WXX&hash=item24987be2b9:g:HlYAAOSwjsVn3lNz&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fNxL9cvJjYtP%2Bhtxhce8%2BWX%2BS2WrP4FjB66iT1glfF1XWVBqpMcOIwQXWHALBB2ZeuG0z95w3ePbRFEZ8fiuztE4AAQpbLEXyrY4cYFF6WkiORcpb2WQArdXbZqR%2BXB48hdoJ2GlXkF4mHTks59htDgZtpOIgQ5lhKQcdFccVIR4tiwZqWgsOaGvvp703b2KNN8%2FarfGB5h0X7cjFwki3pLt%2FXFlj2jUfUgQm7nIH%2F2w%3D%3D%7Ctkp%3ABk9SR_KhhK2EZg
pc used,$149.99,Shipping not specified,Pre-Owned,https://www.ebay.com/itm/127110616077?_skw=PC&itmmeta=01K0HD122RCKQ5EVNZDC83GTT3&hash=item1d9862140d:g:m7cAAOSwm7RoI~Xj&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fSYgJ5fC9Iun3CLRerqKG4tmpcHq7tdgUgHXfC7iH49i89Ge6pXvDSkKCHDUSZUAn%2FLxcyO%2FrFNxhuVTSGMNT6ip5cFZriF2EhcKtpgEjXu4JW5w8050hUFarzBqO4rr7jMDbDn92%2B5dxxYB%2Brh6TR5MBmNGe5DTvHk8rVx3Dd3RtE6k1e6UjjfJLxlfghfPSqR0WNqarSywiJExgi5k8JhieXD%2FTvT4J7toxnEg%2Bzbg%3D%3D%7Ctkp%3ABk9SR_KhhK2EZg
Custom-Built Desktop PC (Specs Below),"$1,200.00",Shipping not specified,Pre-Owned,https://www.ebay.com/itm/155738036911?_skw=PC&itmmeta=01K0HD122RJCWFP7KVY7FWGHP4&hash=item2442b5daaf:g:IEQAAOSwkctk6TnC&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1ekVqLzwapfhW6xR13qwmky01NCqlChDNICzNcco7Y8VopMTCKRlyGFw5EYQiB9TlQWt6a8TDYdCc8O2tbl4RGXxPBu6%2FH5Z5Dk%2BQPY1MOQx7PLmJ6ltcPHUMhAcCSxtigMTMdHxOmgWljBG0I55qUrib59xYPp3VdF9Mb8N0OBqYywSTZCmlbPD29Q8h1c4x00bQxi%2FoASknva0yaToQhEyg0hlarfqkrKXvy%2BXcFcGX5MH76JmgeHe8%2BofaXkgcH16Sp1kXz5nHhHNWaM%2BlvY%7Ctkp%3ABk9SR_KhhK2EZg
ARGB Gaming Desktop Computer i7 PC 32GB RAM 2TB SSD RTX 3050 Win11 WIFI 6 BT,$259.49 to $679.49,Shipping not specified,Open Box,https://www.ebay.com/itm/388432385961?_skw=PC&itmmeta=01K0HD122RBT82EEVS1D3JW7ZG&hash=item5a705fd7a9:g:mMMAAOSw8AloKTsF&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1e8GU72QyczXNlcqTgl8Jpr72EW4bBZ9nLwQSUKRXesPYXv9pjHzCVAaPwP6e9nIIFDxIdNkGPxyuhLaB1nojnW6uwu%2B0vEOZHmhKrBUnaO%2FASyTlO7QHbHy6uD8V3bIA2Q%2FKQPvtGLauN2v1ni6Adx4wDytIQNMLNlH03WKckvOV0C2mxUug81zpAbpvNs1uK9dfIlpEJBGMsPhDIqk%2B%2FiAZVF0hsrDuswhrIhuWOzCg%3D%3D%7Ctkp%3ABk9SR_ShhK2EZg
Pc Desktop Fixed Assembled Amd 8Gb Ssd 240Gb Windows 10 Pro Fast,$288.74,Free International Shipping,Brand New,https://www.ebay.com/itm/326683111146?_skw=PC&itmmeta=01K0HD122RXT1P3M2JRN037AMJ&hash=item4c0fd4aeea:g:4IwAAeSwbpJocZEe&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1ekLENG5VAeiV8dckA9o5NzjC6NHPKMQjd8QpmdaKrNny9yxM4iUXipbFANJ2MYSG2cqJlEQniEDKGHh2zREykBzSwHmN7pHk2mWg%2BKgegyb%2F2cMUZkyR3tKeb4DznfXD1Zyk1rrN9D52xltWmwfpF%2Fi09xofrtwOA7SnM0UIqGiJgXSoYtjKNi5mKF%2BaaHjfNghOvDFREeJ%2B1pD3J9%2FQSU0bhOo%2FmTlJuBX8NEq6hbjUk7%2BJkmEWEH8qZXCy5uU4IRS5i4%2FamMIRzXGwo%2Fw4w2%7Ctkp%3ABk9SR_ShhK2EZg
Asus B150M-C D3 Intel Core I5 6600 Computer PC Windows 10 11 120GB SSD 8GB RAM,$177.28,+$126.36 delivery,Pre-Owned,https://www.ebay.com/itm/326646879386?_skw=PC&itmmeta=01K0HD122R13ENN104DVVFDV4G&hash=item4c0dabd49a:g:LFUAAOSwO5FoUpH5&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dkDjYAca%2BIjCQiPWquxsBWuhjWYtFDb8IgALeTgKa7FcWuVvLoDpQSUicLsGNhM%2BfiaJ4mGcf5RHnXEsM9cfxkoNomdVT1LQU797ZKS71t0qOTH9Iiq01y%2FnVxUUQm6nHzibmJwwYnTY8i%2FlY5riKCeANQGMEQ0laPCIVwt4WfFD43rwFrTpYa%2Fto%2FLHF7il3ulg7mnAug2ywoVmbzs0ZRlOzet3KSRyI9pLy446zWMg%3D%3D%7Ctkp%3ABk9SR_ShhK2EZg
computer desktop pc brand new,$662.00,+$75.61 delivery,Brand New,https://www.ebay.com/itm/145780744881?_skw=PC&itmmeta=01K0HD122RAY9KZFDGWWE2SD5Y&hash=item21f135a2b1:g:ro8AAOSwzhVmRuak&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1ejhky3dDGHJd7SCmvlPtn2yxAEiPPFd7uvz9lVRH6rfm3BoXx5VDK9mXOy0nlmYRuoEMtgoFkY5eEJztZ7w7oorHcepoUkNnd12hq2uKbb464XSaWsVRJy6JsP3qxJChDcc8eSA%2Fva0%2BzxdSUPsiJN7kEYpP8MjvQmb0l1xNn2936CoElrv9TIlZP8ClYPqgtGqHq%2BMbZb8KtN%2BgR9eTaf%2FQ6fa%2FZB%2BhNWPGROXH%2FrC%2F2PLLEtaOHodmlw5i1gX0lbjXp%2BjVvN6CJBxR18WTpl%7Ctkp%3ABk9SR_ShhK2EZg
Asus H81M-Plus Intel Core i3 4170 Computer PC Windows 10 11 250GB SSD 8GB RAM,$163.85,+$134.99 delivery,Pre-Owned,https://www.ebay.com/itm/226501254885?_skw=PC&itmmeta=01K0HD122RS35RENRE5KYXKHC2&hash=item34bc86dee5:g:cgEAAOSwrZVmkBl5&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fzjneGV3Y8CWKCx5bSJ%2Bu8QH9ZQB5QMqw1jKACLI%2BxbFcDujTitSEgVF0eeMFwbeP8ntyRif77p3YowaLyCWSTWJFeYlibeRTMvBkLeLh66JKqSwzS85uiN86u4BrJJptixfCZ77NmVfAyhuuB1MQ7Jm9wgmfrZSPi0yAtyCY%2FSYkaR7MbVKDiXhrNVixFcNLY5bvyFL5XwxoShR%2FNtfFP20Cms8YkjnLGAZadXd0sqkYDWF3g6E9trL9lNeDhs4fAG4gROzqLf136AgW3wvnX%7Ctkp%3ABk9SR_ShhK2EZg
"Dell ECT1250 Tower Desktop PC-Intel Core Ultra 7 265, UHD Graphics, Windows 11","$1,179.00 to $2,229.00",+$145.00 delivery,Brand New,https://www.ebay.com/itm/267294801431?_skw=PC&itmmeta=01K0HD122SQGDZ2FNNDKTF907T&hash=item3e3c02fe17:g:KWgAAOSwsmxoUTqo&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1e6Ipp0FfENPMHyrvysGZWR2PxIId1Nry5EcelqGDBYc7RUl%2BJyt9dD9xPsIjaO%2FZGYpyxV5opqAxSSog7kiIYCs401%2BfiMDxMHGZr0%2BHiMTXwEo%2Fj8B%2FOV2uOpThNfw2uiK9lEhlFsbM7KFqrhVJEsPEtW6qNaqqAmIieKz4z5IW6BDw08WnWM%2BKKzqfkrYVBxbj4IkH0N6Ec2OTu%2BfN%2FRR31nsNdi%2F8S8FP9F8nczhQ%3D%3D%7Ctkp%3ABk9SR_ShhK2EZg
"HP Mini Desktop Computer PC i7, up to 32GB RAM, 2TB SSD/HDD  Windows 11/10, WiFi",$129.00 to $392.70,+$278.75 delivery,Excellent - Refurbished,https://www.ebay.com/itm/365075771653?_skw=PC&itmmeta=01K0HD122SKHT640SN1CGV0FYS&hash=item5500363105:g:gEIAAOSwBFdoB-sR&itmprp=enc%3AAQAKAAAAsFkggFvd1GGDu0w3yXCmi1fZzPZmUL%2FXaCtYhvYNEPsD0nfWISlGbJYdFgeFAC225NrRWTI1J1c1%2FKZitd6kNtE%2FFJioO57igdR19D6xJGo73R5%2FM3bpyVr9NoIhNe2DPsjeE%2BXvFD%2B695OMCG4j0VNhBEUp4DXs5pnHUYCP3jzIpx7DVdPXfMRnHdjxwlDJXHjcULQHNVoILbG0pS1RX9%2BNCMX98Cj83fzDorxS1p4h%7Ctkp%3ABlBMUPShhK2EZg
"DYNICS INDUSTRIAL COMPUTER 55"" AMD FUSION WINDOWS XP LX55GMPXAIEM7E73SEBXXXX",$850.00,Shipping not specified,Open Box,https://www.ebay.com/itm/205059302078?_skw=PC&itmmeta=01K0HD122SDDS8Q36SASRXSSDQ&hash=item2fbe7ca2be:g:K14AAOSwJo1nGUN~&itmprp=enc%3AAQAKAAAAsFkggFvd1GGDu0w3yXCmi1dOu8WhQ6Uj9Zjr92NPRujnpBpf5g%2BTNJFNR9Wh%2BuqSeYdxqSYpwHprz%2FFaa1QjopzG0i9VGetsZnwKThqMhkhtih%2FQy%2FvFR%2F9M69QU9zDAuGk3x%2FUOAeB3IR49MQvlfjw3xh%2Ft%2FEL2SWIcMsY2w75gODJd0lwvLq7UL56XBcrmPbWeaaYenaij9pbLjuAjFC1dd4rVnfDmGqoplg8sHYZg%7Ctkp%3ABlBMUPShhK2EZg
